# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2008-07-07 06:40:32 EDT
#
# Data for the following site(s) are contained in this file
#    USGS 02169810 SANTEE R AT TREZESVANTS LANDING NR FT MOTTE, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02169810
#    DD parameter   Description
#    01   00065     Gage height, feet
#
agency_cd	site_no	datetime	01_00065	01_00065_cd
USGS	02169810	2008-06-17 14:00	73.65	
USGS	02169810	2008-06-17 14:15	73.64	
USGS	02169810	2008-06-17 14:30	73.64	
USGS	02169810	2008-06-17 14:45	73.63	
USGS	02169810	2008-06-17 15:00	73.62	
USGS	02169810	2008-06-17 15:15	73.61	
USGS	02169810	2008-06-17 15:30	73.61	
USGS	02169810	2008-06-17 15:45	73.61	
USGS	02169810	2008-06-17 16:00	73.61	
USGS	02169810	2008-06-17 16:15	73.62	
USGS	02169810	2008-06-17 16:30	73.62	
USGS	02169810	2008-06-17 16:45	73.63	
USGS	02169810	2008-06-17 17:00	73.61	
USGS	02169810	2008-06-17 17:15	73.62	
USGS	02169810	2008-06-17 17:30	73.60	
USGS	02169810	2008-06-17 17:45	73.59	
USGS	02169810	2008-06-17 18:00	73.59	
USGS	02169810	2008-06-17 18:15	73.58	
USGS	02169810	2008-06-17 18:30	73.57	
USGS	02169810	2008-06-17 18:45	73.57	
USGS	02169810	2008-06-17 19:00	73.57	
USGS	02169810	2008-06-17 19:15	73.57	
USGS	02169810	2008-06-17 19:30	73.59	
USGS	02169810	2008-06-17 19:45	73.60	
USGS	02169810	2008-06-17 20:00	73.62	
USGS	02169810	2008-06-17 20:15	73.65	
USGS	02169810	2008-06-17 20:30	73.67	
USGS	02169810	2008-06-17 20:45	73.68	
USGS	02169810	2008-06-17 21:00	73.69	
USGS	02169810	2008-06-17 21:15	73.69	
USGS	02169810	2008-06-17 21:30	73.69	
USGS	02169810	2008-06-17 21:45	73.70	
USGS	02169810	2008-06-17 22:00	73.69	
USGS	02169810	2008-06-17 22:15	73.69	
USGS	02169810	2008-06-17 22:30	73.68	
USGS	02169810	2008-06-17 22:45	73.67	
USGS	02169810	2008-06-17 23:00	73.67	
USGS	02169810	2008-06-17 23:15	73.66	
USGS	02169810	2008-06-17 23:30	73.66	
USGS	02169810	2008-06-17 23:45	73.65	
USGS	02169810	2008-06-18 00:00	73.65	
USGS	02169810	2008-06-18 00:15	73.64	
USGS	02169810	2008-06-18 00:30	73.64	
USGS	02169810	2008-06-18 00:45	73.64	
USGS	02169810	2008-06-18 01:00	73.63	
USGS	02169810	2008-06-18 01:15	73.63	
USGS	02169810	2008-06-18 01:30	73.63	
USGS	02169810	2008-06-18 01:45	73.62	
USGS	02169810	2008-06-18 02:00	73.62	
USGS	02169810	2008-06-18 02:15	73.61	
USGS	02169810	2008-06-18 02:30	73.61	
USGS	02169810	2008-06-18 02:45	73.60	
USGS	02169810	2008-06-18 03:00	73.59	
USGS	02169810	2008-06-18 03:15	73.58	
USGS	02169810	2008-06-18 03:30	73.57	
USGS	02169810	2008-06-18 03:45	73.57	
USGS	02169810	2008-06-18 04:00	73.56	
USGS	02169810	2008-06-18 04:15	73.56	
USGS	02169810	2008-06-18 04:30	73.56	
USGS	02169810	2008-06-18 04:45	73.56	
USGS	02169810	2008-06-18 05:00	73.56	
USGS	02169810	2008-06-18 05:15	73.56	
USGS	02169810	2008-06-18 05:30	73.56	
USGS	02169810	2008-06-18 05:45	73.56	
USGS	02169810	2008-06-18 06:00	73.56	
USGS	02169810	2008-06-18 06:15	73.56	
USGS	02169810	2008-06-18 06:30	73.55	
USGS	02169810	2008-06-18 06:45	73.55	
USGS	02169810	2008-06-18 07:00	73.55	
USGS	02169810	2008-06-18 07:15	73.55	
USGS	02169810	2008-06-18 07:30	73.55	
USGS	02169810	2008-06-18 07:45	73.55	
USGS	02169810	2008-06-18 08:00	73.55	
USGS	02169810	2008-06-18 08:15	73.54	
USGS	02169810	2008-06-18 08:30	73.54	
USGS	02169810	2008-06-18 08:45	73.53	
USGS	02169810	2008-06-18 09:00	73.53	
USGS	02169810	2008-06-18 09:15	73.52	
USGS	02169810	2008-06-18 09:30	73.52	
USGS	02169810	2008-06-18 09:45	73.52	
USGS	02169810	2008-06-18 10:00	73.52	
USGS	02169810	2008-06-18 10:15	73.52	
USGS	02169810	2008-06-18 10:30	73.52	
USGS	02169810	2008-06-18 10:45	73.52	
USGS	02169810	2008-06-18 11:00	73.52	
USGS	02169810	2008-06-18 11:15	73.52	
USGS	02169810	2008-06-18 11:30	73.52	
USGS	02169810	2008-06-18 11:45	73.52	
USGS	02169810	2008-06-18 12:00	73.52	
USGS	02169810	2008-06-18 12:15	73.52	
USGS	02169810	2008-06-18 12:30	73.52	
USGS	02169810	2008-06-18 12:45	73.52	
USGS	02169810	2008-06-18 13:00	73.52	
USGS	02169810	2008-06-18 13:15	73.52	
USGS	02169810	2008-06-18 13:30	73.52	
USGS	02169810	2008-06-18 13:45	73.52	
USGS	02169810	2008-06-18 14:00	73.52	
USGS	02169810	2008-06-18 14:15	73.52	
USGS	02169810	2008-06-18 14:30	73.52	
USGS	02169810	2008-06-18 14:45	73.52	
USGS	02169810	2008-06-18 15:00	73.52	
USGS	02169810	2008-06-18 15:15	73.52	
USGS	02169810	2008-06-18 15:30	73.52	
USGS	02169810	2008-06-18 15:45	73.52	
USGS	02169810	2008-06-18 16:00	73.52	
USGS	02169810	2008-06-18 16:15	73.52	
USGS	02169810	2008-06-18 16:30	73.52	
USGS	02169810	2008-06-18 16:45	73.52	
USGS	02169810	2008-06-18 17:00	73.52	
USGS	02169810	2008-06-18 17:15	73.52	
USGS	02169810	2008-06-18 17:30	73.52	
USGS	02169810	2008-06-18 17:45	73.52	
USGS	02169810	2008-06-18 18:00	73.52	
USGS	02169810	2008-06-18 18:15	73.52	
USGS	02169810	2008-06-18 18:30	73.52	
USGS	02169810	2008-06-18 18:45	73.52	
USGS	02169810	2008-06-18 19:00	73.52	
USGS	02169810	2008-06-18 19:15	73.52	
USGS	02169810	2008-06-18 19:30	73.52	
USGS	02169810	2008-06-18 19:45	73.52	
USGS	02169810	2008-06-18 20:00	73.52	
USGS	02169810	2008-06-18 20:15	73.51	
USGS	02169810	2008-06-18 20:30	73.52	
USGS	02169810	2008-06-18 20:45	73.52	
USGS	02169810	2008-06-18 21:00	73.52	
USGS	02169810	2008-06-18 21:15	73.52	
USGS	02169810	2008-06-18 21:30	73.52	
USGS	02169810	2008-06-18 21:45	73.53	
USGS	02169810	2008-06-18 22:00	73.53	
USGS	02169810	2008-06-18 22:15	73.54	
USGS	02169810	2008-06-18 22:30	73.53	
USGS	02169810	2008-06-18 22:45	73.54	
USGS	02169810	2008-06-18 23:00	73.54	
USGS	02169810	2008-06-18 23:15	73.54	
USGS	02169810	2008-06-18 23:30	73.54	
USGS	02169810	2008-06-18 23:45	73.54	
USGS	02169810	2008-06-19 00:00	73.55	
USGS	02169810	2008-06-19 00:15	73.55	
USGS	02169810	2008-06-19 00:30	73.55	
USGS	02169810	2008-06-19 00:45	73.55	
USGS	02169810	2008-06-19 01:00	73.55	
USGS	02169810	2008-06-19 01:15	73.54	
USGS	02169810	2008-06-19 01:30	73.54	
USGS	02169810	2008-06-19 01:45	73.54	
USGS	02169810	2008-06-19 02:00	73.53	
USGS	02169810	2008-06-19 02:15	73.53	
USGS	02169810	2008-06-19 02:30	73.53	
USGS	02169810	2008-06-19 02:45	73.52	
USGS	02169810	2008-06-19 03:00	73.52	
USGS	02169810	2008-06-19 03:15	73.52	
USGS	02169810	2008-06-19 03:30	73.52	
USGS	02169810	2008-06-19 03:45	73.52	
USGS	02169810	2008-06-19 04:00	73.52	
USGS	02169810	2008-06-19 04:15	73.52	
USGS	02169810	2008-06-19 04:30	73.51	
USGS	02169810	2008-06-19 04:45	73.51	
USGS	02169810	2008-06-19 05:00	73.51	
USGS	02169810	2008-06-19 05:15	73.51	
USGS	02169810	2008-06-19 05:30	73.51	
USGS	02169810	2008-06-19 05:45	73.51	
USGS	02169810	2008-06-19 06:00	73.51	
USGS	02169810	2008-06-19 06:15	73.51	
USGS	02169810	2008-06-19 06:30	73.51	
USGS	02169810	2008-06-19 06:45	73.51	
USGS	02169810	2008-06-19 07:00	73.50	
USGS	02169810	2008-06-19 07:15	73.50	
USGS	02169810	2008-06-19 07:30	73.49	
USGS	02169810	2008-06-19 07:45	73.49	
USGS	02169810	2008-06-19 08:00	73.49	
USGS	02169810	2008-06-19 08:15	73.49	
USGS	02169810	2008-06-19 08:30	73.49	
USGS	02169810	2008-06-19 08:45	73.49	
USGS	02169810	2008-06-19 09:00	73.49	
USGS	02169810	2008-06-19 09:15	73.50	
USGS	02169810	2008-06-19 09:30	73.50	
USGS	02169810	2008-06-19 09:45	73.51	
USGS	02169810	2008-06-19 10:00	73.52	
USGS	02169810	2008-06-19 10:15	73.52	
USGS	02169810	2008-06-19 10:30	73.53	
USGS	02169810	2008-06-19 10:45	73.54	
USGS	02169810	2008-06-19 11:00	73.53	
USGS	02169810	2008-06-19 11:15	73.53	
USGS	02169810	2008-06-19 11:30	73.53	
USGS	02169810	2008-06-19 11:45	73.53	
USGS	02169810	2008-06-19 12:00	73.53	
USGS	02169810	2008-06-19 12:15	73.52	
USGS	02169810	2008-06-19 12:30	73.52	
USGS	02169810	2008-06-19 12:45	73.52	
USGS	02169810	2008-06-19 13:00	73.52	
USGS	02169810	2008-06-19 13:15	73.52	
USGS	02169810	2008-06-19 13:30	73.51	
USGS	02169810	2008-06-19 13:45	73.51	
USGS	02169810	2008-06-19 14:00	73.52	
USGS	02169810	2008-06-19 14:15	73.52	
USGS	02169810	2008-06-19 14:30	73.54	
USGS	02169810	2008-06-19 14:45	73.53	
USGS	02169810	2008-06-19 15:00	73.59	
USGS	02169810	2008-06-19 15:15	73.57	
USGS	02169810	2008-06-19 15:30	73.56	
USGS	02169810	2008-06-19 15:45	73.60	
USGS	02169810	2008-06-19 16:00	73.58	
USGS	02169810	2008-06-19 16:15	73.59	
USGS	02169810	2008-06-19 16:30	73.58	
USGS	02169810	2008-06-19 16:45	73.58	
USGS	02169810	2008-06-19 17:00	73.57	
USGS	02169810	2008-06-19 17:15	73.55	
USGS	02169810	2008-06-19 17:30	73.54	
USGS	02169810	2008-06-19 17:45	73.54	
USGS	02169810	2008-06-19 18:00	73.55	
USGS	02169810	2008-06-19 18:15	73.56	
USGS	02169810	2008-06-19 18:30	73.57	
USGS	02169810	2008-06-19 18:45	73.58	
USGS	02169810	2008-06-19 19:00	73.59	
USGS	02169810	2008-06-19 19:15	73.61	
USGS	02169810	2008-06-19 19:30	73.62	
USGS	02169810	2008-06-19 19:45	73.64	
USGS	02169810	2008-06-19 20:00	73.66	
USGS	02169810	2008-06-19 20:15	73.67	
USGS	02169810	2008-06-19 20:30	73.68	
USGS	02169810	2008-06-19 20:45	73.69	
USGS	02169810	2008-06-19 21:00	73.69	
USGS	02169810	2008-06-19 21:15	73.68	
USGS	02169810	2008-06-19 21:30	73.67	
USGS	02169810	2008-06-19 21:45	73.66	
USGS	02169810	2008-06-19 22:00	73.65	
USGS	02169810	2008-06-19 22:15	73.64	
USGS	02169810	2008-06-19 22:30	73.62	
USGS	02169810	2008-06-19 22:45	73.60	
USGS	02169810	2008-06-19 23:00	73.59	
USGS	02169810	2008-06-19 23:15	73.57	
USGS	02169810	2008-06-19 23:30	73.56	
USGS	02169810	2008-06-19 23:45	73.54	
USGS	02169810	2008-06-20 00:00	73.53	
USGS	02169810	2008-06-20 00:15	73.52	
USGS	02169810	2008-06-20 00:30	73.51	
USGS	02169810	2008-06-20 00:45	73.51	
USGS	02169810	2008-06-20 01:00	73.50	
USGS	02169810	2008-06-20 01:15	73.50	
USGS	02169810	2008-06-20 01:30	73.50	
USGS	02169810	2008-06-20 01:45	73.50	
USGS	02169810	2008-06-20 02:00	73.50	
USGS	02169810	2008-06-20 02:15	73.51	
USGS	02169810	2008-06-20 02:30	73.51	
USGS	02169810	2008-06-20 02:45	73.52	
USGS	02169810	2008-06-20 03:00	73.52	
USGS	02169810	2008-06-20 03:15	73.52	
USGS	02169810	2008-06-20 03:30	73.52	
USGS	02169810	2008-06-20 03:45	73.52	
USGS	02169810	2008-06-20 04:00	73.52	
USGS	02169810	2008-06-20 04:15	73.52	
USGS	02169810	2008-06-20 04:30	73.52	
USGS	02169810	2008-06-20 04:45	73.51	
USGS	02169810	2008-06-20 05:00	73.51	
USGS	02169810	2008-06-20 05:15	73.51	
USGS	02169810	2008-06-20 05:30	73.50	
USGS	02169810	2008-06-20 05:45	73.50	
USGS	02169810	2008-06-20 06:00	73.50	
USGS	02169810	2008-06-20 06:15	73.50	
USGS	02169810	2008-06-20 06:30	73.50	
USGS	02169810	2008-06-20 06:45	73.49	
USGS	02169810	2008-06-20 07:00	73.49	
USGS	02169810	2008-06-20 07:15	73.49	
USGS	02169810	2008-06-20 07:30	73.49	
USGS	02169810	2008-06-20 07:45	73.49	
USGS	02169810	2008-06-20 08:00	73.49	
USGS	02169810	2008-06-20 08:15	73.49	
USGS	02169810	2008-06-20 08:30	73.49	
USGS	02169810	2008-06-20 08:45	73.49	
USGS	02169810	2008-06-20 09:00	73.49	
USGS	02169810	2008-06-20 09:15	73.49	
USGS	02169810	2008-06-20 09:30	73.50	
USGS	02169810	2008-06-20 09:45	73.50	
USGS	02169810	2008-06-20 10:00	73.50	
USGS	02169810	2008-06-20 10:15	73.51	
USGS	02169810	2008-06-20 10:30	73.51	
USGS	02169810	2008-06-20 10:45	73.52	
USGS	02169810	2008-06-20 11:00	73.51	
USGS	02169810	2008-06-20 11:15	73.51	
USGS	02169810	2008-06-20 11:30	73.51	
USGS	02169810	2008-06-20 11:45	73.50	
USGS	02169810	2008-06-20 12:00	73.50	
USGS	02169810	2008-06-20 12:15	73.52	
USGS	02169810	2008-06-20 12:30	73.54	
USGS	02169810	2008-06-20 12:45	73.52	
USGS	02169810	2008-06-20 13:00	73.55	
USGS	02169810	2008-06-20 13:15	73.56	
USGS	02169810	2008-06-20 13:30	73.56	
USGS	02169810	2008-06-20 13:45	73.57	
USGS	02169810	2008-06-20 14:00	73.57	
USGS	02169810	2008-06-20 14:15	73.56	
USGS	02169810	2008-06-20 14:30	73.56	
USGS	02169810	2008-06-20 14:45	73.57	
USGS	02169810	2008-06-20 15:00	73.56	
USGS	02169810	2008-06-20 15:15	73.56	
USGS	02169810	2008-06-20 15:30	73.59	
USGS	02169810	2008-06-20 15:45	73.60	
USGS	02169810	2008-06-20 16:00	73.61	
USGS	02169810	2008-06-20 16:15	73.62	
USGS	02169810	2008-06-20 16:30	73.61	
USGS	02169810	2008-06-20 16:45	73.63	
USGS	02169810	2008-06-20 17:00	73.63	
USGS	02169810	2008-06-20 17:15	73.64	
USGS	02169810	2008-06-20 17:30	73.65	
USGS	02169810	2008-06-20 17:45	73.66	
USGS	02169810	2008-06-20 18:00	73.66	
USGS	02169810	2008-06-20 18:15	73.67	
USGS	02169810	2008-06-20 18:30	73.67	
USGS	02169810	2008-06-20 18:45	73.68	
USGS	02169810	2008-06-20 19:00	73.67	
USGS	02169810	2008-06-20 19:15	73.66	
USGS	02169810	2008-06-20 19:30	73.66	
USGS	02169810	2008-06-20 19:45	73.68	
USGS	02169810	2008-06-20 20:00	73.69	
USGS	02169810	2008-06-20 20:15	73.69	
USGS	02169810	2008-06-20 20:30	73.69	
USGS	02169810	2008-06-20 20:45	73.70	
USGS	02169810	2008-06-20 21:00	73.70	
USGS	02169810	2008-06-20 21:15	73.69	
USGS	02169810	2008-06-20 21:30	73.68	
USGS	02169810	2008-06-20 21:45	73.68	
USGS	02169810	2008-06-20 22:00	73.68	
USGS	02169810	2008-06-20 22:15	73.67	
USGS	02169810	2008-06-20 22:30	73.66	
USGS	02169810	2008-06-20 22:45	73.65	
USGS	02169810	2008-06-20 23:00	73.64	
USGS	02169810	2008-06-20 23:15	73.63	
USGS	02169810	2008-06-20 23:30	73.61	
USGS	02169810	2008-06-20 23:45	73.59	
USGS	02169810	2008-06-21 00:00	73.58	
USGS	02169810	2008-06-21 00:15	73.57	
USGS	02169810	2008-06-21 00:30	73.54	
USGS	02169810	2008-06-21 00:45	73.53	
USGS	02169810	2008-06-21 01:00	73.51	
USGS	02169810	2008-06-21 01:15	73.50	
USGS	02169810	2008-06-21 01:30	73.49	
USGS	02169810	2008-06-21 01:45	73.49	
USGS	02169810	2008-06-21 02:00	73.49	
USGS	02169810	2008-06-21 02:15	73.49	
USGS	02169810	2008-06-21 02:30	73.49	
USGS	02169810	2008-06-21 02:45	73.50	
USGS	02169810	2008-06-21 03:00	73.52	
USGS	02169810	2008-06-21 03:15	73.53	
USGS	02169810	2008-06-21 03:30	73.54	
USGS	02169810	2008-06-21 03:45	73.56	
USGS	02169810	2008-06-21 04:00	73.56	
USGS	02169810	2008-06-21 04:15	73.56	
USGS	02169810	2008-06-21 04:30	73.57	
USGS	02169810	2008-06-21 04:45	73.56	
USGS	02169810	2008-06-21 05:00	73.56	
USGS	02169810	2008-06-21 05:15	73.55	
USGS	02169810	2008-06-21 05:30	73.55	
USGS	02169810	2008-06-21 05:45	73.54	
USGS	02169810	2008-06-21 06:00	73.54	
USGS	02169810	2008-06-21 06:15	73.53	
USGS	02169810	2008-06-21 06:30	73.52	
USGS	02169810	2008-06-21 06:45	73.51	
USGS	02169810	2008-06-21 07:00	73.50	
USGS	02169810	2008-06-21 07:15	73.50	
USGS	02169810	2008-06-21 07:30	73.49	
USGS	02169810	2008-06-21 07:45	73.49	
USGS	02169810	2008-06-21 08:00	73.48	
USGS	02169810	2008-06-21 08:15	73.48	
USGS	02169810	2008-06-21 08:30	73.48	
USGS	02169810	2008-06-21 08:45	73.47	
USGS	02169810	2008-06-21 09:00	73.47	
USGS	02169810	2008-06-21 09:15	73.47	
USGS	02169810	2008-06-21 09:30	73.47	
USGS	02169810	2008-06-21 09:45	73.45	
USGS	02169810	2008-06-21 10:00	73.45	
USGS	02169810	2008-06-21 10:15	73.45	
USGS	02169810	2008-06-21 10:30	73.45	
USGS	02169810	2008-06-21 10:45	73.45	
USGS	02169810	2008-06-21 11:00	73.45	
USGS	02169810	2008-06-21 11:15	73.45	
USGS	02169810	2008-06-21 11:30	73.44	
USGS	02169810	2008-06-21 11:45	73.43	
USGS	02169810	2008-06-21 12:00	73.42	
USGS	02169810	2008-06-21 12:15	73.42	
USGS	02169810	2008-06-21 12:30	73.42	
USGS	02169810	2008-06-21 12:45	73.42	
USGS	02169810	2008-06-21 13:00	73.42	
USGS	02169810	2008-06-21 13:15	73.41	
USGS	02169810	2008-06-21 13:30	73.41	
USGS	02169810	2008-06-21 13:45	73.41	
USGS	02169810	2008-06-21 14:00	73.41	
USGS	02169810	2008-06-21 14:15	73.41	
USGS	02169810	2008-06-21 14:30	73.40	
USGS	02169810	2008-06-21 14:45	73.40	
USGS	02169810	2008-06-21 15:00	73.39	
USGS	02169810	2008-06-21 15:15	73.39	
USGS	02169810	2008-06-21 15:30	73.39	
USGS	02169810	2008-06-21 15:45	73.39	
USGS	02169810	2008-06-21 16:00	73.39	
USGS	02169810	2008-06-21 16:15	73.39	
USGS	02169810	2008-06-21 16:30	73.39	
USGS	02169810	2008-06-21 16:45	73.39	
USGS	02169810	2008-06-21 17:00	73.40	
USGS	02169810	2008-06-21 17:15	73.41	
USGS	02169810	2008-06-21 17:30	73.42	
USGS	02169810	2008-06-21 17:45	73.43	
USGS	02169810	2008-06-21 18:00	73.46	
USGS	02169810	2008-06-21 18:15	73.48	
USGS	02169810	2008-06-21 18:30	73.54	
USGS	02169810	2008-06-21 18:45	73.56	
USGS	02169810	2008-06-21 19:00	73.59	
USGS	02169810	2008-06-21 19:15	73.61	
USGS	02169810	2008-06-21 19:30	73.64	
USGS	02169810	2008-06-21 19:45	73.64	
USGS	02169810	2008-06-21 20:00	73.63	
USGS	02169810	2008-06-21 20:15	73.62	
USGS	02169810	2008-06-21 20:30	73.60	
USGS	02169810	2008-06-21 20:45	73.60	
USGS	02169810	2008-06-21 21:00	73.58	
USGS	02169810	2008-06-21 21:15	73.56	
USGS	02169810	2008-06-21 21:30	73.55	
USGS	02169810	2008-06-21 21:45	73.53	
USGS	02169810	2008-06-21 22:00	73.52	
USGS	02169810	2008-06-21 22:15	73.51	
USGS	02169810	2008-06-21 22:30	73.50	
USGS	02169810	2008-06-21 22:45	73.49	
USGS	02169810	2008-06-21 23:00	73.48	
USGS	02169810	2008-06-21 23:15	73.48	
USGS	02169810	2008-06-21 23:30	73.48	
USGS	02169810	2008-06-21 23:45	73.49	
USGS	02169810	2008-06-22 00:00	73.50	
USGS	02169810	2008-06-22 00:15	73.51	
USGS	02169810	2008-06-22 00:30	73.52	
USGS	02169810	2008-06-22 00:45	73.53	
USGS	02169810	2008-06-22 01:00	73.53	
USGS	02169810	2008-06-22 01:15	73.53	
USGS	02169810	2008-06-22 01:30	73.53	
USGS	02169810	2008-06-22 01:45	73.54	
USGS	02169810	2008-06-22 02:00	73.54	
USGS	02169810	2008-06-22 02:15	73.54	
USGS	02169810	2008-06-22 02:30	73.54	
USGS	02169810	2008-06-22 02:45	73.54	
USGS	02169810	2008-06-22 03:00	73.54	
USGS	02169810	2008-06-22 03:15	73.54	
USGS	02169810	2008-06-22 03:30	73.54	
USGS	02169810	2008-06-22 03:45	73.54	
USGS	02169810	2008-06-22 04:00	73.54	
USGS	02169810	2008-06-22 04:15	73.54	
USGS	02169810	2008-06-22 04:30	73.54	
USGS	02169810	2008-06-22 04:45	73.54	
USGS	02169810	2008-06-22 05:00	73.54	
USGS	02169810	2008-06-22 05:15	73.54	
USGS	02169810	2008-06-22 05:30	73.54	
USGS	02169810	2008-06-22 05:45	73.54	
USGS	02169810	2008-06-22 06:00	73.53	
USGS	02169810	2008-06-22 06:15	73.53	
USGS	02169810	2008-06-22 06:30	73.53	
USGS	02169810	2008-06-22 06:45	73.53	
USGS	02169810	2008-06-22 07:00	73.53	
USGS	02169810	2008-06-22 07:15	73.52	
USGS	02169810	2008-06-22 07:30	73.52	
USGS	02169810	2008-06-22 07:45	73.52	
USGS	02169810	2008-06-22 08:00	73.52	
USGS	02169810	2008-06-22 08:15	73.52	
USGS	02169810	2008-06-22 08:30	73.52	
USGS	02169810	2008-06-22 08:45	73.52	
USGS	02169810	2008-06-22 09:00	73.51	
USGS	02169810	2008-06-22 09:15	73.51	
USGS	02169810	2008-06-22 09:30	73.51	
USGS	02169810	2008-06-22 09:45	73.51	
USGS	02169810	2008-06-22 10:00	73.51	
USGS	02169810	2008-06-22 10:15	73.51	
USGS	02169810	2008-06-22 10:30	73.51	
USGS	02169810	2008-06-22 10:45	73.50	
USGS	02169810	2008-06-22 11:00	73.51	
USGS	02169810	2008-06-22 11:15	73.50	
USGS	02169810	2008-06-22 11:30	73.51	
USGS	02169810	2008-06-22 11:45	73.51	
USGS	02169810	2008-06-22 12:00	73.51	
USGS	02169810	2008-06-22 12:15	73.51	
USGS	02169810	2008-06-22 12:30	73.52	
USGS	02169810	2008-06-22 12:45	73.52	
USGS	02169810	2008-06-22 13:00	73.52	
USGS	02169810	2008-06-22 13:15	73.52	
USGS	02169810	2008-06-22 13:30	73.52	
USGS	02169810	2008-06-22 13:45	73.55	
USGS	02169810	2008-06-22 14:00	73.52	
USGS	02169810	2008-06-22 14:15	73.53	
USGS	02169810	2008-06-22 14:30	73.55	
USGS	02169810	2008-06-22 14:45	73.57	
USGS	02169810	2008-06-22 15:00	73.63	
USGS	02169810	2008-06-22 15:15	73.66	
USGS	02169810	2008-06-22 15:30	73.70	
USGS	02169810	2008-06-22 15:45	73.72	
USGS	02169810	2008-06-22 16:00	73.70	
USGS	02169810	2008-06-22 16:15	73.70	
USGS	02169810	2008-06-22 16:30	73.68	
USGS	02169810	2008-06-22 16:45	73.69	
USGS	02169810	2008-06-22 17:00	73.68	
USGS	02169810	2008-06-22 17:15	73.68	
USGS	02169810	2008-06-22 17:30	73.67	
USGS	02169810	2008-06-22 17:45	73.67	
USGS	02169810	2008-06-22 18:00	73.66	
USGS	02169810	2008-06-22 18:15	73.65	
USGS	02169810	2008-06-22 18:30	73.65	
USGS	02169810	2008-06-22 18:45	73.67	
USGS	02169810	2008-06-22 19:00	73.68	
USGS	02169810	2008-06-22 19:15	73.69	
USGS	02169810	2008-06-22 19:30	73.70	
USGS	02169810	2008-06-22 19:45	73.70	
USGS	02169810	2008-06-22 20:00	73.70	
USGS	02169810	2008-06-22 20:15	73.71	
USGS	02169810	2008-06-22 20:30	73.72	
USGS	02169810	2008-06-22 20:45	73.72	
USGS	02169810	2008-06-22 21:00	73.73	
USGS	02169810	2008-06-22 21:15	73.74	
USGS	02169810	2008-06-22 21:30	73.73	
USGS	02169810	2008-06-22 21:45	73.73	
USGS	02169810	2008-06-22 22:00	73.72	
USGS	02169810	2008-06-22 22:15	73.71	
USGS	02169810	2008-06-22 22:30	73.69	
USGS	02169810	2008-06-22 22:45	73.68	
USGS	02169810	2008-06-22 23:00	73.66	
USGS	02169810	2008-06-22 23:15	73.65	
USGS	02169810	2008-06-22 23:30	73.64	
USGS	02169810	2008-06-22 23:45	73.62	
USGS	02169810	2008-06-23 00:00	73.61	
USGS	02169810	2008-06-23 00:15	73.60	
USGS	02169810	2008-06-23 00:30	73.60	
USGS	02169810	2008-06-23 00:45	73.59	
USGS	02169810	2008-06-23 01:00	73.59	
USGS	02169810	2008-06-23 01:15	73.59	
USGS	02169810	2008-06-23 01:30	73.59	
USGS	02169810	2008-06-23 01:45	73.60	
USGS	02169810	2008-06-23 02:00	73.60	
USGS	02169810	2008-06-23 02:15	73.60	
USGS	02169810	2008-06-23 02:30	73.60	
USGS	02169810	2008-06-23 02:45	73.60	
USGS	02169810	2008-06-23 03:00	73.60	
USGS	02169810	2008-06-23 03:15	73.59	
USGS	02169810	2008-06-23 03:30	73.59	
USGS	02169810	2008-06-23 03:45	73.59	
USGS	02169810	2008-06-23 04:00	73.59	
USGS	02169810	2008-06-23 04:15	73.59	
USGS	02169810	2008-06-23 04:30	73.58	
USGS	02169810	2008-06-23 04:45	73.58	
USGS	02169810	2008-06-23 05:00	73.57	
USGS	02169810	2008-06-23 05:15	73.56	
USGS	02169810	2008-06-23 05:30	73.56	
USGS	02169810	2008-06-23 05:45	73.55	
USGS	02169810	2008-06-23 06:00	73.55	
USGS	02169810	2008-06-23 06:15	73.55	
USGS	02169810	2008-06-23 06:30	73.55	
USGS	02169810	2008-06-23 06:45	73.55	
USGS	02169810	2008-06-23 07:00	73.55	
USGS	02169810	2008-06-23 07:15	73.55	
USGS	02169810	2008-06-23 07:30	73.55	
USGS	02169810	2008-06-23 07:45	73.55	
USGS	02169810	2008-06-23 08:00	73.54	
USGS	02169810	2008-06-23 08:15	73.54	
USGS	02169810	2008-06-23 08:30	73.54	
USGS	02169810	2008-06-23 08:45	73.54	
USGS	02169810	2008-06-23 09:00	73.53	
USGS	02169810	2008-06-23 09:15	73.53	
USGS	02169810	2008-06-23 09:30	73.52	
USGS	02169810	2008-06-23 09:45	73.52	
USGS	02169810	2008-06-23 10:00	73.51	
USGS	02169810	2008-06-23 10:15	73.51	
USGS	02169810	2008-06-23 10:30	73.50	
USGS	02169810	2008-06-23 10:45	73.49	
USGS	02169810	2008-06-23 11:00	73.49	
